Product,Gender,Accords,Description,AdditionalInfo,TopNotes,MiddleNotes,BaseNotes,love,like,ok,dislike,hate,winter,spring,summer,fall,day,night,,
Jany Sora Dora,women and men,"fruity (100%), sweet (82.3597%), nutty (77.7893%), cinnamon (70.8935%), almond (66.8842%), caramel (65.2806%), vanilla (63.6769%), warm spicy (62.715%), powdery (60.7903%), lactonic (48.4423%)",Jany by Sora Dora is a fragrance for women and men. This is a new fragrance. Jany was launched in 2023. The nose behind this fragrance is Margaux Le Paih Gu√©rin.,"Once upon a time... A middle summer garden afternoun. The calm of a sunny nap. And the children?ôs snack. Jany. She?ôs getting busy in the kitchen, between sugar and flour. What she loves to prepare, above all other delicacies, is tarte tatin. The butter melts on the glass. She drops grains of brown sugar into it, in the silence of a fine, icy rain. Its scent swirls around the room, echoes to the veranda, travels to the path. Baked apples and cinnamon sticks fade into the exhalations of puff pastry. Then come caramel, almonds and vanilla, powerful aromas that linger into the evening.
Antoine?ôs daughter, Jany carries the fragrance of his recipes, cakes, madeleines and cookies. An original childhood pastry, Jany delivers the aromatic memories of all our unforgettable delicacies. Here?ôs to your emotions.","Baked Apple, Puff Pastry, Ceylon Cinnamon, Almond, Caramel, Vanilla, Apricot, Nutty Notes, White Musk, Peach, Osmanthus, Plum",,,100,39.1892,23.6486,14.1892,6.08108,98.374,46.3415,16.2602,100,72.3577,64.2276,,
Dolce Melodia Sospiro Perfumes,women and men,"citrus (100%), fruity (87.6212%), sweet (70.7301%), vanilla (65.1395%), powdery (64.8203%), white floral (64.3411%), woody (59.3097%), musky (57.1532%), warm spicy (53.2001%), aquatic (44.3752%)","Dolce Melodia by Sospiro Perfumes is a fragrance for women and men. This is a new fragrance. Dolce Melodia was launched in 2023. The nose behind this fragrance is Christian Provenzano. Top notes are Mandarin Orange, Orange and Saffron; middle notes are Pear, Gardenia, Black Currant, Jasmine and Rose; base notes are Vanilla, White Musk and Sandalwood.","Dolce is the melody you can't stop listening to.
An irresistible combination of luscious fruit and floral notes with a sweet touch. The debut of sparkling Mandarin, tasty Saffron and juicy orange hints at something more mysterious. In the dreamy heart, where Rose creates a fresh and willing invitation to creamy white notes of Jasmine and Gardenia, a delicious Blackcurrant weaves its way out of the shadows. It induces the sensuality of Sandalwood and Vanilla into a siren?ôs song, while whispers of White Musk dance around to create a deep base which enables the sweetness to resonate softly throughout the day.
A sweet scent from which there is no escape.
Top Notes: Mandarin, Orange, Saffron
Heart Notes: Rose, Jasmine, Gardenia, Pear, Blackcurrant
Base Notes: Sandalwood, Vanilla, White Musk","Mandarin Orange, Orange, Saffron","Pear, Gardenia, Black Currant, Jasmine, Rose","Vanilla, White Musk, Sandalwood",100,39.2857,16.4286,7.14286,2.14286,29.8969,100,90.7216,59.7938,90.7216,51.5464,,
Wulong Cha X Nishane,women and men,"citrus (100%), green (62.651%), fresh spicy (57.5502%), floral (57.3993%), sweet (46.7114%), aromatic (46.0067%)","Wulong Cha X by Nishane is a fragrance for women and men. This is a new fragrance. Wulong Cha X was launched in 2023. The nose behind this fragrance is Julien Rasquinet. Top notes are Yuzu, Bergamot, Litsea Cubeba and Mandarin Orange; middle notes are Green Tea, Magnolia and Thyme; base notes are Musk and Fig.","Included in the first-ever NISHANE collection launched globally in the year 2015, W≈™L√ìNG CH√Å has reached a huge fanbase worldwide thanks to the journey it takes the wearer to the serene tea gardens of the Far East, where the delicate notes of oolong tea leaves and Mediterranean fig fill the air. The original W≈™L√ìNG CH√Å has been celebrated mainly because of its robust power of refreshing notes. However, W≈™L√ìNG CH√Å X is designed to mute the sharp edges of the original formula and enhance it with the addition of florals namely magnolia. This fragrance opens with a burst of zesty citrus notes of bergamot, orange, mandarin, and yuzu, transporting the wearer to the sunny shores of the Mediterranean. As the scent settles, the heart notes of magnolia, thyme oil, and green tea weave a magical spell around you, evoking the tranquil stillness of a teatime. Finally, the musk and fig base notes provide a warm and grounding finish to this fragrance that will keep the wearer feeling fresh and revitalized all day.
TOP NOTES
bergamot - yuzu - litsea - mandarin
HEART NOTES
magnolia - thyme oil - green tea
BASE NOTES
musk - fig","Yuzu, Bergamot, Litsea Cubeba, Mandarin Orange","Green Tea, Magnolia, Thyme","Musk, Fig",100,61.875,22.5,4.375,6.875,7.69231,92.3077,100,37.8205,90.3846,19.8718,,
Toy 2 Pearl Moschino,women and men,"citrus (100%), aromatic (91.5653%), musky (73.4782%), sand (63.0433%), woody (62.7389%), floral (55.652%), sweet (55.565%), fresh spicy (55.2175%), powdery (51.7391%), fruity (45.913%)","Toy 2 Pearl by Moschino is a Floral Fruity fragrance for women and men. This is a new fragrance. Toy 2 Pearl was launched in 2023. Toy 2 Pearl was created by Domitille Michalon Bertier and IFF. Top notes are Lemon, Sorbet and Oregano; middle notes are Sand, Freesia and Jasmine; base notes are Musk, Cypress and Vetiver.",Not Found,"Lemon, Sorbet, Oregano","Sand, Freesia, Jasmine","Musk, Cypress, Vetiver",65.4762,100,57.7381,25,16.6667,12.6984,84.127,100,23.8095,80.9524,22.7513,,
Ambrosia Imperiale Navitus Parfums,women and men,"sweet (100%), warm spicy (69.1216%), fruity (62.6448%), vanilla (62.4814%), amber (57.4765%), green (52.6355%), woody (49.1026%), rum (48.8412%), caramel (47.6635%), aromatic (47.0748%)","Ambrosia Imperiale by Navitus Parfums is a fragrance for women and men. This is a new fragrance. Ambrosia Imperiale was launched in 2023. The nose behind this fragrance is Bertrand Duchaufour. Top notes are Banana, Rum, Davana, Brazilian Orange and Ceylon Cinnamon; middle notes are Amberwood, Dates, Orchid and Jasmine; base notes are Saffron, Whipped Cream, Caramel, Vanilla, Benzoin and Musk.","An impactful yet unique opening is introduced through a unique banana note, in addition to rum, Brazilian orange, Ceylon cinnamon and davana which is then joined by dates, orchid, jasmine and amberwood in the heart. Whipped cream, saffron, vanilla, caramel, benzoin and musk project out a unique sillage ensuring the wearer is creating an impressive aura for several hours.
Created by Master Perfumer Bertrand Duchaufour with creative direction from AI The Great.","Banana, Rum, Davana, Brazilian Orange, Ceylon Cinnamon","Amberwood, Dates, Orchid, Jasmine","Saffron, Whipped Cream, Caramel, Vanilla, Benzoin, Musk",100,31.7073,21.1382,17.8862,18.6992,82.1053,95.7895,89.4737,100,96.8421,88.4211,,
Oudgasm Vanilla Oud | 36 Eau de Parfum Intense Kayali Fragrances,women and men,"sweet (100%), vanilla (89.3851%), oud (86.4155%), musky (80.4769%), warm spicy (67.8577%), powdery (67.4869%), mossy (59.6923%), woody (56.7233%), earthy (55.2385%), rose (53.0116%)","Oudgasm Vanilla Oud | 36 Eau de Parfum Intense by Kayali Fragrances is a fragrance for women and men. This is a new fragrance. Oudgasm Vanilla Oud | 36 Eau de Parfum Intense was launched in 2023. Oudgasm Vanilla Oud | 36 Eau de Parfum Intense was created by Hamid Merati-Kashani and Gabriela Chelariu. Top notes are Saffron, Praline and Pear; middle note is Bulgarian Rose; base notes are Vanilla Sugar, Oud, White Musk, Oakmoss and Cashmere Wood.","""I have always believed that perfume is (synonymous with) pleasure. I named the collection Oudgasm because I wanted something that was just as bold as the juices themselves! Out of all the fragrance notes in the world, oud has always given me this incredibly euphoric feeling that is both transformative and transportive - as if it exists in its own universe. My love for oud turned into passion once I moved to the Middle East over 20 years ago where I truly embraced the ritual of layering with it as an act of self expression and self love. The intensity, the richness and the beauty of this ingredient can tell so many stories - so when I started working on Oudgasm, I knew it couldn?ôt be bottled in just one fragrance! I wanted to explore oud and all of its brilliant facets in hopes that, you too, will fall in love."" - Mona Kattan","Saffron, Praline, Pear",Bulgarian Rose,"Vanilla Sugar, Oud, White Musk, Oakmoss, Cashmere Wood",100,81.982,42.3423,28.8288,13.5135,100,33.0645,12.9032,93.5484,54.0323,91.129,,
Musamam White Intense Lattafa Perfumes,women and men,"citrus (100%), woody (97.6667%), sweet (83.2608%), coconut (81.7392%), powdery (72.6082%), musky (71.5939%), warm spicy (70.9854%), amber (70.5795%), yellow floral (68.5508%), fresh spicy (54.652%)","Musamam White Intense by Lattafa Perfumes is a fragrance for women and men. This is a new fragrance. Musamam White Intense was launched in 2023. Top notes are Bergamot, Orange and Spices; middle notes are Coconut, Ylang Ylang, Ambroxan and Mahonial; base notes are Sandalwood, Musk and Benzoin.",Not Found,"Bergamot, Orange, Spices","Coconut, Ylang Ylang, Ambroxan, Mahonial","Sandalwood, Musk, Benzoin",100,41.7647,15.8824,8.23529,2.35294,63.6943,100,85.3503,84.0764,91.7197,72.6115,,
Fanfare Thameen,women and men,"aromatic (100%), citrus (89.9255%), fresh spicy (72.3821%), woody (62.0383%), floral (51.712%)","Fanfare by Thameen is a Citrus Aromatic fragrance for women and men. This is a new fragrance. Fanfare was launched in 2023. The nose behind this fragrance is Bruno Jovanovic. Top notes are Lemon, Neroli, Bergamot and Floral Notes; middle notes are Vermouth, juniper berry and Rosemary; base notes are Vetiver, Musk and Patchouli.","Reimagined as Cologne Elixir with more faceted nuances layering over the classical structure of cologne, Fanfare evokes memorable sillage and seductive longevity.
Fanfare is inspired by the Flower Market in Covent Garden, which has been immortalised by film and musical representations, and most recently upcycled into a functional annex for entertainment. Chong explains, ?úI love the lineage of how George Bernard Shaw?ôs Pygmalion has been regarded as a timeless masterpiece interpreted into different medium. It has been an amazing opportunity to have the chance to contribute to this evolution with an olfactive representation by collaborating with French perfumer Bruno Jovanovic.??,Lemon", Neroli, Bergamot," Floral Notes""","Vermouth, juniper berry, Rosemary","Vetiver, Musk, Patchouli",100,90.8046,47.1264,21.8391,17.2414,15.2174,86.9565,100,32.6087,91.3043,21.7391
Mood Ring Phlur,women and men,"fruity (100%), white floral (75.7607%), sweet (75.5605%), citrus (68.9683%), tropical (56.8844%), musky (53.5955%), floral (48.8049%), patchouli (46.4453%), amber (45.0155%), powdery (44.0499%)","Mood Ring by Phlur is a fragrance for women and men. This is a new fragrance. Mood Ring was launched in 2023. The nose behind this fragrance is Frank Voelkl. Top notes are Fruits, Pitahaya and Orange; middle notes are Jasmine Sambac, Orange Blossom and Marigold; base notes are Musk, Patchouli and Amber.",Not Found,"Fruits, Pitahaya, Orange","Jasmine Sambac, Orange Blossom, Marigold","Musk, Patchouli, Amber",79.4118,100,30.8824,14.7059,8.82353,21.2121,100,84.8485,25.7576,86.3636,19.697,,
Mahni Cassonade Navitus Parfums,women and men,"sweet (100%), vanilla (88.5706%), amber (74.6747%), powdery (61.8225%), musky (60.8739%), woody (60.8265%)","Mahni Cassonade by Navitus Parfums is a fragrance for women and men. This is a new fragrance. Mahni Cassonade was launched in 2023. The nose behind this fragrance is Bertrand Duchaufour. Top notes are Vanilla, Ice cream, Cashmeran and Bergamot; middle notes are Toffee, Brown sugar and Amberwood; base notes are Vanilla Caviar, White Amber and Musk.","""Mahni Cassonade is a sumptuous, delectable and addictive scent leaving the wearer with a memorable and unique fragrant experience. Created by master perfumer Bertrand Duchaufour with creative direction from Sharida M."" (info from the brand)","Vanilla, Ice cream, Cashmeran, Bergamot","Toffee, Brown sugar, Amberwood","Vanilla Caviar, White Amber, Musk",100,62.1622,28.3784,17.5676,18.9189,100,48.9362,29.7872,98.9362,73.4043,75.5319,,
Sand and Skin Flora√Øku,women and men,"woody (100%), vanilla (99.2144%), powdery (78.7319%), amber (70.6871%), yellow floral (70.6871%), sweet (65.6938%), warm spicy (61.2551%), balsamic (60.423%), musky (57.9261%)",Sand and Skin by Flora√Øku is a Amber Floral fragrance for women and men. This is a new fragrance. Sand and Skin was launched in 2023.,"Like a sunny island dream, Sand and Skin is all about the languor and pleasure of a moment of eternity set on a fine sandy beach, with the sun undulating on the skin, leaving an inimitable memory: that of a madagascar vanilla absolutefurther magnified by the essence of benzoin and a fraction of ylang-ylang. An addictive, warm composition with obvious charm.","Madagascar Vanilla, Ylang-Ylang, Sandalwood, Benzoin, Musk, Amyris, Labdanum, Patchouli",,,100,76.9231,30.7692,16.9231,13.8462,55,81.6667,78.3333,95,100,73.3333,,
Syn.ergy Scentologia,women and men,"fruity (100%), sweet (73.8204%), tropical (59.5066%), woody (49.462%), fresh (49.0852%), amber (47.5783%), warm spicy (46.0089%)","Syn.ergy by Scentologia is a Floral Fruity fragrance for women and men. This is a new fragrance. Syn.ergy was launched in 2023. The nose behind this fragrance is Pierre-Constantin Gu√©ros. Top notes are Pineapple, Mango, Cassis, Peach, Pear, Apple and Orange; middle notes are Saffron, Rose, Almond and Jasmine; base notes are Amber, Musk, Cedar and Moss.",Not Found,"Pineapple, Mango, Cassis, Peach, Pear, Apple, Orange","Saffron, Rose, Almond, Jasmine","Amber, Musk, Cedar, Moss",100,57.8947,14.0351,19.2982,7.01754,31.4815,98.1481,100,66.6667,96.2963,57.4074,,
1970 Rosendo Mateu Olfactive Expressions,women and men,"vanilla (100%), warm spicy (94.6153%), sweet (84.8153%), amber (73.0768%), chocolate (71.3537%), citrus (60.1536%), powdery (57.5691%), earthy (55.846%), musky (54.7694%), woody (52.6151%)","1970 by Rosendo Mateu Olfactive Expressions is a Amber Spicy fragrance for women and men. This is a new fragrance. 1970 was launched in 2023. The nose behind this fragrance is Rosendo Mateu. Top notes are Citruses and Fruits; middle notes are Chocolate, Spices, Earthy Notes and Woody Notes; base notes are Tonka Bean, Vanilla, Musk and Amber.",Not Found,"Citruses, Fruits","Chocolate, Spices, Earthy Notes, Woody Notes","Tonka Bean, Vanilla, Musk, Amber",100,50.5882,21.1765,8.23529,5.88235,92.7536,33.3333,11.5942,100,76.8116,76.8116,,
Red Temptation Elixir Parfum Zara,women and men,"woody (100%), warm spicy (96.8014%), sweet (91.7754%), amber (83.1856%), citrus (77.5195%), metallic (69.2949%), aromatic (65.0915%), white floral (62.8983%), leather (61.4362%), musky (59.243%)","Red Temptation Elixir Parfum by Zara is a fragrance for women and men. This is a new fragrance. Red Temptation Elixir Parfum was launched in 2023. Top notes are Saffron, Bitter Orange and Coriander; middle notes are Praline and Jasmine; base notes are Woody Notes, Amber and Musk.","Elixir, designed around the original Red Zara Temptation, is full of a more intense essence and opulent notes.
Saffron and coriander lend their sophisticated warmth and textured facets to a vibrant bitter orange, embracing the very soul of this elixir. Jasmine becomes the protagonist, unveiling the epitome of sensuality and femininity that is enhanced by an accord of modern and irresistibly addictive praline, a symphony of aromas that create a transformative experience that seduces the senses. The floral grandeur reaches a new level when the powerful and comforting notes of woody amber and musk emerge, enveloping the composition in a blanket of strength and charm.","Saffron, Bitter Orange, Coriander","Praline, Jasmine","Woody Notes, Amber, Musk",100,54.1667,9.375,11.4583,7.29167,100,56.25,20,100,58.75,97.5,,
